AEM CN Equity,AQN CN Equity,ATD CN Equity,BMO CN Equity,BNS CN Equity,ABX CN Equity,BCE CN Equity,BAM CN Equity,BN CN Equity,BIP-U CN Equity,CAE CN Equity,CCO CN Equity,CAR-U CN Equity,CM CN Equity,CNR CN Equity,CNQ CN Equity,CP CN Equity,CTC/A CN Equity,CCL/B CN Equity,CVE CN Equity,GIB/A CN Equity,CSU CN Equity,DOL CN Equity,EMA CN Equity,ENB CN Equity,FM CN Equity,FSV CN Equity,FTS CN Equity,FNV CN Equity,WN CN Equity,GIL CN Equity,H CN Equity,IMO CN Equity,IFC CN Equity,K CN Equity,L CN Equity,MG CN Equity,MFC CN Equity,MRU CN Equity,NA CN Equity,NTR CN Equity,OTEX CN Equity,PPL CN Equity,POW CN Equity,QSR CN Equity,RCI/B CN Equity,RY CN Equity,SAP CN Equity,SHOP CN Equity,SLF CN Equity,SU CN Equity,TRP CN Equity,TECK/B CN Equity,T CN Equity,TRI CN Equity,TD CN Equity,TOU CN Equity,WCN CN Equity,WPM CN Equity,WSP CN Equity
84.7,22.48,39.89,97.6,71.01,28.12,55.49,,43.84,42.8333,32.1,20.02,51.45,56.715,140.49,17.075,92.738,174.14,66.22,8.57,100.57,1581.157,48.74,52.0,44.01,25.2,189.56,51.44,153.77,96.9,35.72,28.82,25.74,149.24,9.35,62.58,98.88,24.88,54.76,72.67,71.1,60.93,35.22,30.75,75.03,57.5,106.2,37.75,184.72,62.0,22.89,51.5522,25.03,26.32,109.1024,75.42,23.26,126.2,51.03,115.4
80.99,22.15,39.5,98.24,71.26,27.51,55.49,,44.6123,42.96,31.52,21.39,50.86,56.96,139.73,17.53,92.732,173.95,65.84,8.79,99.38,1636.027,48.1,51.73,44.11,26.32,188.76,51.54,151.16,97.02,35.08,28.7,26.57,146.92,8.97,62.6,99.45,24.75,54.4,73.39,71.8,60.04,35.51,30.75,75.4,57.34,106.27,37.23,185.603,61.82,23.86,51.4885,26.17,26.51,108.2517,75.65,23.8,124.87,49.71,116.04
78.28,21.98,39.0,99.37,71.0,26.41,55.89,,44.9261,43.6,31.71,21.24,50.78,57.01,138.28,17.6,92.288,175.97,66.15,8.81,99.28,1652.632,47.85,51.12,43.81,25.98,190.26,51.4,145.22,95.33,35.01,28.46,26.69,145.6,8.68,62.18,99.06,25.08,54.0,73.99,70.9,59.64,35.46,30.76,75.48,56.57,107.37,37.86,180.418,61.6,24.18,51.5158,26.32,26.33,108.1065,75.51,23.91,124.74,48.26,116.23
77.39,21.99,38.85,99.67,71.08,25.71,55.72,,44.7411,43.7733,31.37,20.25,50.39,57.115,136.87,17.53,91.178,175.78,66.15,8.62,98.07,1691.691,48.54,50.97,43.71,26.2,191.71,51.47,143.77,94.99,34.07,28.28,26.17,145.58,8.51,62.15,95.7,25.0,54.84,74.25,70.48,59.42,34.79,30.95,76.76,56.43,109.11,37.4,175.56,61.75,23.78,52.0168,27.09,26.34,108.2413,75.5,23.79,126.16,47.89,115.73
75.47,21.8,38.3,101.25,71.51,24.93,55.0,,44.202,44.7133,32.45,20.92,49.22,57.44,137.85,17.49,92.75,179.04,65.15,8.72,96.54,1689.193,48.2,50.12,43.7,29.08,194.4,50.31,140.38,94.03,34.84,28.04,26.7,144.33,8.28,61.88,105.12,24.91,54.32,75.13,71.27,58.92,34.36,31.02,76.92,55.77,109.77,36.96,181.058,62.93,23.94,51.37,29.01,26.06,107.3803,76.38,23.68,126.09,47.46,119.03
78.59,20.96,38.0,101.84,72.08,25.98,54.9,,44.0491,44.8933,32.76,20.57,48.9,57.545,135.46,18.075,91.652,172.43,64.14,9.06,95.9,1664.976,47.15,50.07,44.24,30.0,191.84,50.0,146.79,93.51,34.26,27.68,28.55,142.34,8.77,61.42,109.56,24.62,53.17,75.6,71.23,57.53,34.73,31.02,76.64,55.03,111.07,36.71,174.226,63.28,25.9,51.8073,29.32,25.87,105.0462,76.84,23.75,124.42,50.14,116.91
76.45,20.57,37.9,104.9,74.1,25.35,54.92,,43.7354,44.4667,33.53,20.17,49.05,58.36,136.85,18.19,91.584,169.53,62.94,8.85,95.09,1669.865,47.21,50.0,44.8,30.67,191.36,49.79,141.11,93.36,33.45,27.18,28.56,141.99,8.47,61.77,108.17,24.44,53.26,75.81,70.55,56.7,34.88,30.93,75.51,55.18,112.17,36.18,163.726,62.59,26.34,50.9146,29.0,25.78,116.167,78.03,23.49,122.82,49.89,116.99
77.14,20.25,38.09,107.8,76.32,25.15,54.81,,44.4916,44.1467,34.19,20.23,49.91,58.92,138.38,18.25,91.508,166.67,65.31,9.54,95.95,1663.908,47.2,49.96,44.7,31.06,191.76,49.32,142.39,92.11,34.06,26.72,29.04,142.5,8.53,60.86,108.64,25.59,52.84,79.48,70.65,57.16,35.18,31.01,77.59,55.1,111.88,36.23,163.244,63.38,26.92,51.1605,29.74,25.44,115.7209,79.4,23.92,123.41,49.86,117.46
74.0,20.07,38.59,105.89,75.64,24.48,54.99,,42.6774,43.6333,34.0,20.73,50.35,59.0,139.64,17.7,91.562,162.8,66.4,9.39,95.51,1641.807,47.23,50.59,44.16,29.43,188.95,49.67,140.29,94.73,39.4,26.97,28.57,143.5,8.29,63.03,103.9,25.76,53.68,80.25,70.2,56.93,34.71,30.75,77.57,55.49,110.35,36.49,157.249,63.0,26.06,49.8168,27.66,25.58,115.9595,78.07,23.2,124.83,47.56,110.24
71.04,19.71,38.63,103.98,74.4,23.75,54.43,,41.3539,43.3267,33.68,19.97,51.04,58.665,138.91,17.355,90.704,164.44,67.03,9.42,95.0,1614.2,48.43,50.14,42.98,27.43,193.09,49.0,136.26,93.47,38.67,27.02,27.89,142.24,7.91,61.33,107.19,25.37,52.9,80.16,68.69,56.68,32.36,30.68,76.33,55.13,108.36,35.84,164.873,61.24,25.27,48.5551,26.5,25.5,114.8391,77.14,23.16,124.27,45.52,110.22
70.06,19.91,38.8,106.1,75.55,24.03,54.99,,42.0056,43.2867,37.98,20.25,52.65,59.33,141.6,18.045,93.416,168.06,67.25,9.41,97.2,1666.671,48.98,50.97,43.96,27.94,191.51,49.69,134.46,94.62,40.14,27.25,27.94,144.43,7.82,61.74,108.76,26.01,52.83,80.36,70.4,57.89,32.97,31.44,77.66,55.45,109.74,36.38,165.541,61.63,25.59,49.0288,26.63,25.98,115.5238,77.77,23.17,125.78,45.11,119.2
72.07,20.04,39.52,107.4,76.64,25.08,55.48,,42.6412,43.0133,36.87,21.82,52.17,59.985,141.41,18.1,92.522,166.04,67.14,9.41,98.61,1661.057,49.87,51.7,44.25,28.07,195.56,49.94,140.32,96.59,38.6,27.36,27.99,146.11,8.13,62.7,109.03,25.98,53.61,81.33,70.26,58.08,32.89,31.62,78.97,56.38,109.7,35.88,165.379,63.28,26.11,49.9398,26.8,26.07,116.3122,78.38,23.1,125.57,46.57,118.37
70.87,19.71,39.18,107.32,76.98,24.68,55.3,,42.0378,43.3933,37.3763,21.94,51.83,60.6,140.89,18.825,91.362,165.25,68.04,9.49,96.1,1622.194,49.46,51.27,44.46,28.09,198.02,49.71,136.64,97.36,37.4,26.89,28.72,147.17,8.07,62.64,111.92,26.1,53.15,82.11,69.48,57.43,34.24,31.51,80.79,56.54,109.76,36.18,154.503,63.24,26.25,50.7324,27.32,26.06,114.808,78.92,23.19,125.56,45.25,116.55
71.3,19.58,39.89,106.55,76.27,24.76,55.72,,41.6194,43.04,37.35,20.55,51.6,60.49,137.87,19.18,88.988,161.8,66.7,9.96,95.75,1590.13,49.2,51.19,44.59,26.09,193.68,50.07,137.39,99.37,36.76,26.95,29.18,146.77,8.16,63.95,107.79,25.77,53.86,82.99,67.38,56.43,34.89,31.19,79.36,57.24,109.88,36.1,145.599,62.4,26.89,51.1059,26.14,25.85,113.2831,78.35,22.77,126.09,45.16,117.71
72.38,19.23,40.58,108.11,77.43,25.11,56.93,,42.3676,43.5867,38.7,19.99,52.05,61.26,141.92,19.64,91.82,162.76,69.04,10.4,97.01,1637.095,49.88,51.43,44.83,26.92,187.44,50.21,138.65,99.71,37.33,27.34,30.0,149.85,8.31,64.7,111.01,26.79,54.33,83.51,69.03,57.36,36.21,31.26,79.06,59.71,112.57,36.81,143.18,63.07,27.82,51.8711,27.01,26.36,113.4075,79.51,22.68,128.72,45.86,118.69
71.89,19.31,40.84,108.89,78.04,24.71,57.76,,42.6573,43.6067,38.71,19.58,53.24,61.545,143.53,19.3,92.06,164.83,69.27,10.32,97.53,1639.907,50.1,52.03,45.42,26.51,189.46,51.34,138.01,101.36,38.19,27.51,30.64,153.86,8.17,65.21,112.3,27.16,54.79,85.47,70.34,57.15,36.77,31.72,82.37,60.27,114.49,37.06,136.651,64.1,27.86,52.7365,26.87,26.82,112.6606,80.79,22.63,129.53,45.18,119.09
72.8,19.45,40.92,108.39,78.02,25.27,57.7,,43.0756,44.0533,35.66,19.88,53.12,61.785,142.76,19.295,93.548,172.64,70.57,10.08,100.36,1702.869,50.1,52.05,44.96,26.06,193.92,51.78,141.04,101.06,37.9,27.64,31.0917,154.58,8.4,65.48,111.29,26.82,54.86,86.24,71.36,58.71,36.01,31.97,81.0,58.23,114.3,37.26,142.814,64.5,27.63,52.1808,26.43,26.81,114.4968,80.83,23.3,129.66,47.37,121.12
73.08,19.59,41.27,110.15,79.18,25.38,58.16,,43.2768,44.2333,35.12,20.3,53.84,62.255,144.46,20.06,94.042,174.24,70.04,10.49,98.96,1671.412,50.04,52.38,45.3,26.68,190.2,52.05,142.86,101.52,37.74,28.29,31.84,154.05,8.39,65.99,112.91,27.13,55.36,86.36,72.09,58.75,37.39,32.26,80.9,58.81,115.94,37.88,137.822,64.85,28.41,52.8823,26.97,26.53,113.9366,81.15,24.73,129.93,47.34,118.51
73.91,19.92,41.1,109.73,79.2,25.47,57.54,,43.5181,44.0533,35.29,20.72,54.36,61.98,144.45,20.12,93.772,173.95,70.37,10.57,101.0,1684.824,50.08,52.87,45.51,28.38,191.95,52.04,148.8,102.4,37.93,28.78,32.05,154.2,8.51,66.1,114.75,27.13,55.09,86.48,73.29,59.99,38.19,32.5,79.85,58.99,116.25,38.35,143.153,64.58,28.83,53.2284,28.52,26.51,113.3868,81.26,26.24,128.14,47.9,117.23
73.72,19.79,41.68,110.21,79.31,25.36,56.48,,43.6871,44.2333,35.1,21.51,54.49,62.245,144.29,20.1,93.058,174.14,70.14,10.57,100.29,1668.542,50.07,53.26,45.43,27.9,189.31,52.41,150.46,101.7,39.01,28.87,32.24,152.94,8.37,65.54,115.01,27.22,54.95,87.08,72.92,59.37,38.27,32.85,79.18,59.55,116.45,38.39,142.291,64.47,29.32,53.0554,28.22,26.61,113.4179,81.65,26.08,128.49,48.95,115.93
74.44,19.98,41.61,109.72,78.76,25.93,55.9,,43.6388,43.7867,34.37,23.2,54.91,61.955,145.35,20.135,92.928,177.07,69.19,10.57,100.7,1675.243,50.96,53.81,45.63,27.98,188.71,52.92,152.87,100.55,39.74,29.15,31.5,152.28,8.57,66.16,115.79,26.88,55.36,87.5,73.32,60.77,38.34,32.38,79.91,61.57,115.92,38.37,144.538,64.18,29.02,53.6475,27.87,26.22,113.4075,82.06,25.38,129.0,49.86,117.97
73.69,20.08,41.89,109.6,78.92,25.78,55.81,,43.7676,43.6533,34.85,23.25,55.37,62.195,146.32,19.355,93.17,178.09,68.88,10.19,101.18,1700.812,51.02,54.15,45.35,26.26,188.85,53.17,153.41,102.3,39.64,28.87,30.68,153.3,8.57,67.42,113.06,26.71,56.07,87.62,72.2,61.54,37.17,32.56,79.54,65.05,115.99,38.4,141.785,64.06,28.34,53.1373,27.29,25.92,114.0404,82.15,24.68,129.44,49.25,120.06
76.2,20.0,41.56,110.66,78.94,26.22,56.39,,45.5376,44.4267,35.18,23.9,54.88,62.505,146.59,19.62,94.716,177.51,69.44,10.37,100.31,1687.459,50.9,54.32,45.46,26.0,188.5,53.01,154.15,101.93,39.29,29.06,30.8,150.76,8.76,66.68,116.1,26.98,56.05,87.87,72.13,60.78,37.4,32.87,80.51,61.8,116.41,38.45,145.154,63.84,28.83,52.8914,27.09,25.99,113.0963,82.25,24.15,126.62,49.76,123.32
75.23,19.46,40.7,111.83,79.13,26.11,56.85,,45.3927,43.6667,35.16,22.42,53.66,63.35,147.88,18.515,96.16,176.19,68.97,9.85,100.72,1671.344,51.15,54.49,44.85,24.9,184.13,53.13,154.26,101.67,39.31,28.8,29.64,150.52,8.56,66.64,114.04,27.35,56.11,88.72,72.11,60.59,36.75,33.44,79.83,61.26,117.04,38.11,139.827,63.98,27.18,51.8984,27.05,26.17,114.3101,83.02,23.36,129.94,49.33,120.48
75.81,19.53,40.13,111.58,78.73,26.17,56.74,,45.5697,44.0,35.32,22.23,53.03,63.405,146.55,18.865,94.854,181.62,69.44,10.01,102.19,1668.885,51.25,54.84,45.35,24.0,186.15,53.59,156.0,102.0,39.46,28.99,29.85,151.08,8.7,66.59,115.05,27.15,56.37,88.78,71.37,61.48,37.26,33.48,81.08,60.58,116.54,37.78,139.998,64.73,27.65,52.1262,25.37,26.06,113.3972,82.42,24.17,128.81,49.18,120.8
75.67,19.77,40.53,110.76,78.56,25.81,57.72,,45.6502,44.0533,35.0,22.07,53.67,62.945,141.61,18.545,89.72,179.11,68.46,9.79,103.4,1723.824,51.5,55.17,45.57,24.37,189.71,53.77,154.4,102.47,38.71,29.36,29.45,151.3,8.7,66.95,113.65,26.95,56.63,87.8,70.17,61.71,36.93,33.53,80.31,60.87,115.98,38.16,145.054,64.39,27.03,51.9986,25.31,26.35,114.3205,82.14,23.91,129.69,49.11,120.88
74.59,19.85,40.35,109.65,78.05,25.46,57.59,,45.3606,44.4667,34.13,21.2,53.58,62.6,143.11,18.175,89.162,178.91,67.65,9.37,103.85,1725.078,52.35,55.41,45.57,23.4,188.07,53.97,155.09,107.96,38.37,29.56,28.73,152.43,8.45,69.29,109.89,26.56,57.15,86.86,68.97,61.09,35.82,33.07,81.81,61.02,115.84,38.11,146.168,63.86,25.65,52.0715,23.61,26.35,115.7832,81.72,22.83,131.79,47.89,120.33
73.85,19.77,39.85,110.56,78.15,25.3,57.42,,45.5054,45.5333,34.34,21.12,54.32,62.93,146.24,18.92,89.75,175.34,67.45,9.65,102.39,1699.401,51.74,55.46,46.3,23.6,188.17,53.93,153.69,107.69,37.29,29.48,30.21,152.97,8.33,69.0,108.84,26.68,56.87,86.86,68.46,59.9,35.83,32.95,82.39,60.8,115.96,37.39,139.046,63.78,26.56,53.4926,23.26,26.15,114.2686,81.57,23.18,133.09,47.72,120.61
73.15,19.98,40.01,112.23,78.61,24.86,57.53,,46.0686,44.62,34.82,21.15,54.03,63.385,146.66,19.225,89.164,176.92,67.9,9.67,102.98,1692.779,51.6,55.25,46.28,23.08,186.57,54.32,153.38,108.22,37.83,29.6,30.61,153.82,8.29,68.5,109.35,26.97,57.09,87.13,69.42,60.06,35.54,33.1,84.1,61.1,116.29,37.34,133.752,63.72,26.55,54.2032,22.68,25.88,115.1607,82.12,23.04,132.97,47.36,118.98
73.99,19.98,40.19,112.96,79.52,25.1,57.48,,46.1168,44.6667,35.38,21.01,54.39,62.585,146.92,19.505,90.016,177.83,69.07,9.82,103.56,1685.627,52.19,55.59,46.57,24.2,188.63,54.7,154.84,108.82,38.78,29.65,31.05,151.72,8.45,68.47,109.2,27.07,57.48,86.36,70.42,60.27,36.29,33.34,85.39,59.82,117.06,37.34,133.4,64.03,26.78,54.7042,23.95,25.33,115.4201,82.88,23.74,133.93,47.88,120.67
74.28,20.04,41.44,112.52,79.37,25.37,57.73,,46.2536,44.4667,35.91,20.78,54.15,62.06,147.09,19.305,91.844,177.98,70.17,9.57,104.97,1693.239,52.25,56.26,46.84,24.07,184.63,55.11,158.12,112.85,38.41,29.74,31.08,155.31,8.46,69.88,108.46,26.95,57.87,85.9,69.4,60.09,36.1,33.16,83.71,60.37,117.12,37.5,130.72,63.92,26.51,54.6678,24.08,25.22,115.6379,82.46,23.59,136.14,48.19,118.75
71.67,19.8,41.1,113.17,79.55,24.64,57.6,,46.0927,44.56,35.82,20.28,53.94,62.08,146.53,19.37,93.454,177.55,69.68,9.61,104.03,1711.353,52.24,55.87,46.24,24.2,184.46,54.58,156.31,111.95,38.6,29.55,31.06,154.03,8.15,70.2,112.01,27.25,57.99,85.76,68.86,59.84,36.06,33.18,82.93,59.64,117.14,37.7,132.456,64.09,26.65,53.1738,24.39,25.28,114.808,82.63,24.21,136.03,47.6,119.04
72.65,19.91,40.73,112.02,78.62,24.93,56.73,,44.9744,44.7267,35.81,20.84,53.86,61.525,145.84,19.425,96.0,178.33,69.52,9.44,104.68,1719.337,55.52,55.93,45.78,23.95,186.54,54.53,157.49,111.28,38.46,29.27,30.44,154.0,8.37,70.2,110.68,27.03,57.33,85.37,67.7,59.92,36.3,33.03,81.73,57.95,115.87,37.79,138.23,63.51,26.27,52.4814,24.07,25.04,114.2063,81.96,23.92,135.77,48.0,119.56
74.86,20.03,41.3,113.0,79.0,25.57,57.18,,45.1916,45.46,36.17,21.61,54.14,61.91,147.79,19.81,96.634,182.02,70.42,9.86,105.63,1757.505,57.0,56.16,46.23,25.02,191.8,54.46,163.0,111.05,39.24,29.63,31.58,156.78,8.81,70.36,112.29,27.28,58.03,85.34,68.42,60.61,36.66,33.01,82.18,58.9,116.0,38.24,144.818,64.04,27.02,53.4835,24.54,25.39,116.6546,82.46,24.96,137.3,50.06,121.24
75.18,20.77,41.19,113.62,78.31,25.83,57.46,,45.7548,45.5467,36.32,22.95,54.54,62.155,148.0,19.305,96.542,184.01,70.66,9.51,105.96,1749.952,56.56,56.5,46.29,26.44,188.2,54.89,163.68,111.72,40.04,29.75,31.1,155.0,8.82,70.65,113.16,27.36,58.43,85.4,69.0,61.18,36.69,33.01,82.01,58.69,116.5,38.52,143.438,64.21,26.47,53.6111,25.28,25.37,117.3393,83.47,24.68,138.13,50.35,123.01
76.18,20.63,40.76,113.09,78.18,26.24,57.71,,45.5295,45.8,36.79,22.32,54.8,62.09,146.6,19.57,94.558,185.95,70.59,9.68,106.63,1746.415,56.6,56.62,46.25,27.42,189.49,55.05,165.76,111.68,40.47,29.87,31.41,156.07,9.13,71.08,112.87,27.4,58.67,85.23,70.12,61.51,37.04,33.41,82.8,59.52,116.49,38.71,145.34,64.35,26.59,53.7568,25.39,25.53,117.7853,83.45,25.15,139.46,52.03,125.85
75.81,20.55,42.25,113.83,78.08,26.08,57.95,,45.9318,46.2067,37.0,21.86,55.5,62.175,147.09,19.25,95.198,186.0,70.04,9.72,106.95,1758.377,56.79,56.97,46.37,27.85,192.19,55.04,165.69,112.11,41.68,29.83,31.63,156.87,9.04,70.79,112.08,27.33,58.81,85.49,70.14,61.58,36.97,33.72,83.97,60.05,116.55,39.12,146.212,64.55,26.51,54.185,25.41,25.59,117.6712,83.66,25.08,141.78,51.26,125.47
76.44,20.63,41.7,114.35,78.3,26.58,57.8,,45.7628,46.08,37.92,22.16,55.99,61.975,146.0,19.43,94.306,185.21,70.08,9.77,106.5,1797.426,56.24,56.63,46.63,28.15,193.98,54.92,167.72,111.42,40.96,29.89,31.57,157.55,9.36,70.03,112.69,27.08,58.57,86.13,68.68,61.99,36.79,33.76,83.44,60.22,116.8,39.48,153.684,64.32,26.42,53.8935,24.87,25.71,118.1069,82.68,24.66,142.66,52.64,123.66
76.13,20.58,41.54,114.89,78.32,26.57,57.9,,45.9157,45.7533,39.07,21.58,56.16,61.955,147.22,19.285,94.216,183.45,70.2,9.51,105.36,1840.883,56.63,56.44,46.22,27.81,196.48,54.79,169.27,111.82,41.63,29.84,30.93,158.96,9.27,70.2,112.0,27.02,58.78,86.0,68.76,61.87,36.58,33.93,83.69,60.47,117.11,38.92,153.703,64.36,26.13,53.4562,24.82,25.82,118.3144,82.88,23.92,143.5,52.64,124.54
75.5,20.28,41.72,115.72,78.49,26.35,57.93,,46.4467,45.5333,37.85,21.01,55.73,62.23,147.08,19.22,94.908,186.77,70.16,9.52,108.27,1875.181,56.66,56.65,46.11,25.9,197.98,54.74,168.3,112.6,41.73,30.0,31.96,160.29,9.08,70.49,112.39,27.47,59.06,86.8,68.44,62.31,36.56,34.08,84.08,60.64,117.59,38.84,150.852,65.1,26.08,53.6111,24.43,25.73,118.4285,83.6,23.73,143.94,51.22,123.37
76.75,20.53,41.72,113.86,77.51,26.44,58.12,,45.8916,45.5133,37.33,21.03,56.28,62.025,146.73,18.985,93.536,187.55,69.85,9.45,107.59,1861.603,56.59,56.87,46.02,25.93,201.21,55.28,167.51,112.21,41.61,30.28,31.6,160.37,9.19,69.58,117.32,27.0,58.45,86.64,68.15,62.03,36.47,34.29,83.26,60.85,117.18,38.78,155.557,65.11,25.81,53.6293,24.81,25.68,119.2481,83.12,23.65,143.99,51.43,123.55
76.13,20.22,41.77,114.28,77.59,26.42,57.92,,45.6985,45.76,37.38,20.72,55.54,62.205,146.42,19.63,93.624,189.61,69.69,10.01,107.23,1852.992,56.97,56.74,46.4,27.19,202.19,55.17,166.5,111.25,41.14,30.26,32.29,160.38,8.98,69.07,117.36,27.04,58.48,86.89,71.03,61.89,37.1,34.11,82.2,60.64,117.34,38.85,147.606,64.84,26.82,54.0574,27.16,25.62,118.3144,82.96,24.1,142.96,50.5,124.31
79.35,20.35,41.8,114.56,77.43,27.56,58.27,,46.6478,45.8467,37.64,20.77,56.5,62.065,147.16,19.44,92.808,191.27,69.8,10.15,108.89,1868.745,57.23,56.65,46.74,28.62,205.27,54.79,171.13,112.34,41.31,30.5,32.05,162.15,9.34,69.56,119.82,26.76,58.97,86.87,70.48,62.5,37.2,34.29,82.25,60.08,118.02,39.3,151.178,64.77,26.44,54.7407,27.96,25.77,119.4659,82.62,24.04,145.04,52.69,125.71
80.74,20.04,41.64,114.82,77.59,27.81,58.11,,46.3823,45.9133,37.2,20.52,56.1,62.4,148.67,19.27,92.4,194.39,70.05,9.97,108.86,1859.467,57.63,56.8,46.63,28.49,206.55,55.04,171.52,113.01,41.27,30.6,31.95,163.44,9.38,69.88,119.4,26.97,58.87,87.92,70.05,62.33,36.92,34.49,82.85,60.58,118.5,39.63,151.034,65.36,26.14,54.2761,27.81,26.06,120.1402,82.88,24.49,146.03,53.01,128.6
82.3,20.12,42.12,114.07,77.17,27.71,58.16,,46.1571,45.78,36.71,20.31,55.83,62.295,148.16,19.15,91.58,195.38,69.83,9.85,107.99,1792.772,57.75,56.78,46.82,28.23,204.0,55.26,171.21,113.74,41.37,30.41,31.84,161.97,9.34,69.94,117.85,27.07,58.87,87.5,67.6,61.75,37.22,34.55,83.02,61.68,117.95,39.57,143.228,65.7,26.17,54.3216,28.11,25.77,119.5593,82.31,24.36,145.97,53.27,127.7
83.71,20.37,42.27,112.67,76.76,28.24,58.5,,44.8537,45.66,36.89,20.16,55.72,61.8,138.85,18.55,89.542,199.3,69.1,9.22,107.42,1772.023,57.94,57.66,46.4,27.19,204.33,55.81,175.12,114.75,41.43,30.79,31.36,162.41,9.57,70.67,116.47,26.48,59.31,87.75,66.62,61.44,37.23,34.24,83.31,61.54,116.6,40.38,141.608,65.4,25.22,54.3307,26.95,25.8,120.2025,81.96,23.45,147.25,53.74,128.1
84.0,20.42,42.33,113.79,77.46,28.41,58.51,,45.3767,45.3133,36.89,20.58,55.61,62.125,138.59,18.605,88.8,199.27,71.49,9.43,106.92,1827.227,58.25,57.93,46.64,27.39,205.64,56.14,177.19,114.0,42.4,30.67,31.84,162.75,9.65,70.39,120.06,26.51,58.33,88.22,67.6,61.06,37.37,34.46,82.49,61.8,116.04,40.52,142.599,65.7,25.45,54.4856,27.19,25.75,119.7668,82.68,23.67,146.21,54.24,128.13
82.71,20.44,41.75,113.93,77.51,27.99,58.18,,45.3364,44.98,37.06,20.14,55.33,62.515,137.23,18.375,91.792,199.61,71.56,9.32,106.7,1819.654,57.99,57.67,46.3,26.89,208.54,55.87,177.17,113.05,41.76,30.56,31.18,162.9,9.43,70.27,119.33,26.3,57.81,87.88,67.19,60.98,36.86,34.6,83.24,61.74,115.85,40.09,136.5,65.45,25.15,53.8752,26.95,25.77,119.1443,82.75,23.78,146.4,53.62,129.0
82.47,20.18,41.88,116.01,78.0,27.71,58.13,,45.5215,44.7333,38.02,20.41,55.3,63.26,135.85,18.445,92.388,201.21,71.74,9.35,106.39,1801.119,57.75,57.35,46.26,27.57,209.68,55.37,178.04,111.9,42.62,30.23,31.71,163.51,9.16,69.3,121.64,26.6,57.25,88.04,67.13,59.5,36.91,34.86,82.63,61.07,116.56,39.85,137.373,66.27,25.37,53.939,27.36,25.79,118.9783,84.21,24.12,147.19,53.34,128.02
81.61,20.06,41.62,116.71,78.02,27.46,57.87,,45.3042,44.7333,38.53,20.43,55.05,63.41,136.43,18.47,92.002,199.95,71.18,9.38,105.3,1810.093,57.85,56.91,46.1,29.67,210.56,54.99,175.76,111.86,43.44,30.03,31.67,162.86,9.09,69.43,121.1,26.8,57.1,88.57,68.16,59.08,37.13,35.03,82.2,61.1,116.75,39.41,144.155,66.12,25.46,54.0028,27.99,25.75,118.2833,84.14,24.55,143.95,52.47,127.99
80.06,19.99,41.64,116.8,78.27,26.79,57.7,,45.2962,44.78,38.53,20.74,55.25,63.605,133.89,18.62,92.772,199.53,71.39,9.29,105.36,1802.579,57.85,56.8,46.73,30.2,216.34,54.87,174.1,109.88,43.64,29.88,32.06,162.53,8.87,68.73,122.73,26.83,56.73,88.67,68.87,59.51,37.35,35.37,82.86,61.01,117.11,39.06,143.045,66.28,25.85,55.014,27.82,25.59,119.2896,84.59,24.84,145.04,51.57,129.31
80.23,19.93,41.7,117.1,78.305,26.83,57.69,,45.2962,44.5333,38.73,21.25,54.96,63.66,134.19,18.85,92.244,199.07,71.23,9.71,107.0,1797.612,57.42,56.42,46.99,30.2,207.17,54.52,174.81,109.2,43.14,29.61,33.24,162.92,8.94,68.3,122.02,26.77,56.22,89.15,69.39,58.75,37.77,35.8,82.85,60.84,117.74,39.49,158.947,66.27,26.56,55.3784,27.55,25.52,117.9306,84.69,26.23,144.27,52.15,129.04
78.07,19.79,41.95,117.25,78.53,26.19,57.99,,45.3927,44.3733,38.82,20.89,54.64,63.84,132.77,18.865,91.888,196.15,70.9,9.75,109.09,1791.665,57.66,56.3,47.31,29.48,203.3,54.54,172.3,108.85,42.97,29.42,33.88,163.77,8.72,68.16,117.83,26.99,55.86,89.42,68.91,58.68,38.05,35.72,83.21,60.93,118.11,39.46,151.433,66.54,26.7,55.4968,26.93,25.59,118.5011,85.12,26.67,145.37,51.55,128.41
76.82,19.83,41.96,116.01,78.23,26.19,58.5,,45.079,44.12,38.5,20.66,54.64,63.89,132.33,18.655,91.742,195.92,69.77,9.57,108.75,1767.233,57.28,55.87,47.41,28.33,199.66,54.83,171.23,108.53,42.66,29.47,35.5,163.38,8.65,68.25,116.08,26.84,56.32,89.36,67.85,57.88,37.94,35.8,84.41,60.54,117.31,39.06,145.09,66.31,26.29,55.3966,26.01,25.5,118.2522,84.5,26.52,146.42,50.99,127.63
82.18,19.77,41.99,115.81,78.44,27.3,58.21,,45.1514,43.9467,38.24,22.75,56.06,64.115,134.06,19.27,91.812,197.4,70.57,9.91,109.14,1791.195,56.77,56.32,47.6,29.14,199.2,54.91,175.22,108.38,44.06,29.67,37.37,164.65,9.05,68.32,115.75,27.0,56.15,89.64,68.72,58.26,38.16,36.34,86.48,60.7,118.09,39.26,137.5,66.36,26.93,55.7336,26.38,25.58,118.9472,84.15,27.15,147.64,52.94,125.86
